,COUNTY,YEAR,MEDIAN_AGE_TOT,OVER_65
551,Isle of Wight Virginia,12,44.5,9.885701581826511
563,James City Virginia,12,47.1,9.895758138076134
575,King and Queen Virginia,12,48.9,9.968526690391458
587,King George Virginia,12,38.1,9.85653972276047
599,King William Virginia,12,40.1,9.880574994168416
611,Lancaster Virginia,12,57.8,9.90717721399604
623,Lee Virginia,12,45.3,10.002019382658071
635,Loudoun Virginia,12,36.9,9.766456528783328
647,Louisa Virginia,12,45.2,9.904051501689235
659,Lunenburg Virginia,12,45.1,9.969588389635947
671,Madison Virginia,12,46.8,9.881517230978057
683,Mathews Virginia,12,54.1,9.946581390083768
695,Mecklenburg Virginia,12,48.8,9.908810932749207
707,Middlesex Virginia,12,54.9,9.918247968247968
719,Montgomery Virginia,12,30.2,10.495582280407977
731,Nelson Virginia,12,50.8,9.921018084393838
743,New Kent Virginia,12,43.1,9.967220995192932
755,Northampton Virginia,12,49.7,9.838403074295474
767,Northumberland Virginia,12,58.5,9.924968995452666
779,Nottoway Virginia,12,41.6,10.030042016806723
791,Orange Virginia,12,43.6,9.893001538420014
803,Page Virginia,12,45.8,9.919412601455944
815,Patrick Virginia,12,50.5,9.915180599727396
827,Pittsylvania Virginia,12,47.7,9.946079795871027
839,Powhatan Virginia,12,46.0,9.999797652772157
851,Prince Edward Virginia,12,32.2,10.37023945267959
863,Prince George Virginia,12,37.2,10.02401898156598
875,Prince William Virginia,12,35.7,9.819476968543698
887,Pulaski Virginia,12,47.3,9.993631527904311
899,Rappahannock Virginia,12,52.0,9.979375848032564
911,Richmond Virginia,12,43.4,10.138690014407624
923,Roanoke Virginia,12,44.4,9.96148472172085
935,Rockbridge Virginia,12,49.5,9.977473087316707
947,Rockingham Virginia,12,41.2,9.90837116220042
959,Russell Virginia,12,46.7,9.945937711577523
971,Scott Virginia,12,48.0,9.966335899100436
983,Shenandoah Virginia,12,44.7,9.873273569332355
995,Smyth Virginia,12,45.9,9.949571485516875
1007,Southampton Virginia,12,47.4,9.949486699563268
1019,Spotsylvania Virginia,12,38.5,9.844514187130638
1031,Stafford Virginia,12,35.8,9.862729425308409
1043,Surry Virginia,12,50.9,9.98363438181252
1055,Sussex Virginia,12,40.7,10.273026256833049
1067,Tazewell Virginia,12,45.6,9.945008005912058
1079,Warren Virginia,12,41.0,9.914425853998607
1091,Washington Virginia,12,46.9,9.987400446594716
1103,Westmoreland Virginia,12,48.2,9.895986677768526
1115,Wise Virginia,12,42.0,10.047347724901693
1127,Wythe Virginia,12,46.0,9.912146144191883
1139,York Virginia,12,39.5,9.880601933216168
11,Adams Washington,12,28.0,9.411800030025521
23,Asotin Washington,12,45.8,9.8961030909574
35,Benton Washington,12,36.1,9.78018542981555
47,Chelan Washington,12,40.0,9.848678756476684
59,Clallam Washington,12,51.5,9.966811498622803
71,Clark Washington,12,38.7,9.89703998640016
83,Columbia Washington,12,50.7,9.918870765370137
95,Cowlitz Washington,12,41.0,9.857414122051125
107,Douglas Washington,12,38.0,9.763337861797417
119,Ferry Washington,12,51.4,9.970289760062933
131,Franklin Washington,12,30.6,9.66422255361156
143,Garfield Washington,12,46.8,9.82238202247191
155,Grant Washington,12,33.2,9.678585534057074
167,Grays Harbor Washington,12,44.5,9.905043897629927
179,Island Washington,12,43.8,10.02830363749545
191,Jefferson Washington,12,59.3,10.035855497967164
215,Kitsap Washington,12,39.1,10.030312775119441
227,Kittitas Washington,12,34.6,10.297498696151038
239,Klickitat Washington,12,47.1,9.914162764771461
251,Lewis Washington,12,42.8,9.88780155376857
263,Lincoln Washington,12,47.9,9.783334856933905
275,Mason Washington,12,45.4,9.930766235322311
287,Okanogan Washington,12,42.8,9.77124730724617
299,Pacific Washington,12,54.7,9.967811846379778
311,Pend Oreille Washington,12,50.9,9.848943456718157
335,San Juan Washington,12,57.2,10.047161870094415
347,Skagit Washington,12,41.7,9.90117797298866
359,Skamania Washington,12,47.7,9.954456674666886
371,Snohomish Washington,12,38.2,9.966874634313081
395,Stevens Washington,12,47.3,9.80769634538416
407,Thurston Washington,12,39.3,9.991213825481179
419,Wahkiakum Washington,12,54.9,9.893694295900179
431,Walla Walla Washington,12,38.0,10.03847926267281
443,Whatcom Washington,12,37.6,10.130617194554345
455,Whitman Washington,12,25.2,10.651828197349513
467,Yakima Washington,12,33.0,9.676764737536523
11,Barbour West Virginia,12,42.8,9.986545830545587
23,Berkeley West Virginia,12,38.9,9.907971738090643
35,Boone West Virginia,12,44.8,9.896388125087384
47,Braxton West Virginia,12,46.7,9.930694275274057
59,Brooke West Virginia,12,47.2,10.010538310770775
71,Cabell West Virginia,12,39.2,10.065051933220946
83,Calhoun West Virginia,12,49.6,9.924546349697568
95,Clay West Virginia,12,44.8,9.821673718852844
107,Doddridge West Virginia,12,46.0,10.198626893939394
119,Fayette West Virginia,12,44.4,9.899551950195727
131,Gilmer West Virginia,12,39.1,10.364450977885722
143,Grant West Virginia,12,47.6,9.895366528354081
155,Greenbrier West Virginia,12,46.1,9.920953782239916
167,Hampshire West Virginia,12,48.1,9.955559870550163
179,Hancock West Virginia,12,47.1,9.93283929191253
191,Hardy West Virginia,12,46.3,9.857745354239256
203,Harrison West Virginia,12,42.6,9.910410967051266
215,Jackson West Virginia,12,44.4,9.872634378499441
227,Jefferson West Virginia,12,41.5,9.902731599762014
239,Kanawha West Virginia,12,43.6,9.952794682356112
251,Lewis West Virginia,12,43.9,9.88042371283083
263,Lincoln West Virginia,12,43.9,9.828600127394777
275,Logan West Virginia,12,44.0,9.919672694337738
287,McDowell West Virginia,12,46.4,9.860213345438039
299,Marion West Virginia,12,40.8,10.011749179626197
311,Marshall West Virginia,12,46.3,9.94013625495398
323,Mason West Virginia,12,44.4,9.89208025343189
335,Mercer West Virginia,12,43.5,9.90717008747745
347,Mineral West Virginia,12,44.6,9.942258448712222
359,Mingo West Virginia,12,43.7,9.81735399590164
371,Monongalia West Virginia,12,32.7,10.417459190243532
383,Monroe West Virginia,12,48.1,9.88234274952919
395,Morgan West Virginia,12,48.6,9.964471035562514
407,Nicholas West Virginia,12,45.8,9.862418354016983
419,Ohio West Virginia,12,43.2,9.997227789717709
431,Pendleton West Virginia,12,51.0,9.904290429042904
443,Pleasants West Virginia,12,43.7,10.038833780160857
455,Pocahontas West Virginia,12,49.4,9.968643142961076
467,Preston West Virginia,12,43.8,9.996524288107203
479,Putnam West Virginia,12,42.5,9.894853852967227
491,Raleigh West Virginia,12,42.7,9.930081378389062
503,Randolph West Virginia,12,44.5,9.986635302317477
515,Ritchie West Virginia,12,47.6,9.901360686623404
527,Roane West Virginia,12,46.4,9.884599649327878
539,Summers West Virginia,12,49.0,10.050027837429413
551,Taylor West Virginia,12,44.1,9.96083258460617
563,Tucker West Virginia,12,50.5,10.094238923819272
575,Tyler West Virginia,12,47.6,9.890071004539635
587,Upshur West Virginia,12,41.8,9.967893778954334
599,Wayne West Virginia,12,44.7,9.926620476117964
611,Webster West Virginia,12,47.7,9.88386738969682
623,Wetzel West Virginia,12,46.4,9.905502821108529
635,Wirt West Virginia,12,45.4,9.842192063219379
647,Wood West Virginia,12,43.9,9.895662012979239
659,Wyoming West Virginia,12,45.1,9.90728155339806
11,Adams Wisconsin,12,54.8,10.013887240356082
23,Ashland Wisconsin,12,42.5,9.866501734995502
35,Barron Wisconsin,12,45.0,9.840221907877288
47,Bayfield Wisconsin,12,53.2,9.891407289172653
59,Brown Wisconsin,12,37.8,9.901285240150902
71,Buffalo Wisconsin,12,46.3,9.871099685365667
83,Burnett Wisconsin,12,53.7,9.87087712469184
95,Calumet Wisconsin,12,41.1,9.860350575974765
107,Chippewa Wisconsin,12,41.5,9.900298493612546
119,Clark Wisconsin,12,37.4,9.560113878184852
131,Columbia Wisconsin,12,42.6,9.923948411318918
143,Crawford Wisconsin,12,46.6,9.906056661087348
155,Dane Wisconsin,12,35.5,10.156975095802961
167,Dodge Wisconsin,12,42.7,10.008546317694874
179,Door Wisconsin,12,53.8,9.941152233627294
191,Douglas Wisconsin,12,42.5,9.997647740440325
203,Dunn Wisconsin,12,35.5,10.15207855757362
215,Eau Claire Wisconsin,12,35.2,10.13219043250578
227,Florence Wisconsin,12,54.9,9.987636786961584
239,Fond du Lac Wisconsin,12,41.7,9.928413102134368
251,Forest Wisconsin,12,47.1,9.894169258107508
263,Grant Wisconsin,12,36.1,10.061472812457474
275,Green Wisconsin,12,43.4,9.848306277056277
287,Green Lake Wisconsin,12,45.7,9.812494051710464
299,Iowa Wisconsin,12,43.7,9.826239547259059
311,Iron Wisconsin,12,55.6,9.952452962897837
323,Jackson Wisconsin,12,42.1,9.882580051349127
335,Jefferson Wisconsin,12,41.6,9.966869964255801
347,Juneau Wisconsin,12,45.3,9.914463971221943
359,Kenosha Wisconsin,12,38.8,9.945570030844356
371,Kewaunee Wisconsin,12,44.2,9.86875795243222
383,La Crosse Wisconsin,12,36.4,10.129121475054228
395,Lafayette Wisconsin,12,41.9,9.768610861086108
407,Langlade Wisconsin,12,49.1,9.875923706290063
419,Lincoln Wisconsin,12,48.4,9.951596419381728
431,Manitowoc Wisconsin,12,45.3,9.894193540218534
443,Marathon Wisconsin,12,41.1,9.864849069952541
455,Marinette Wisconsin,12,49.1,9.896582403965303
467,Marquette Wisconsin,12,50.3,9.840522665981764
479,Menominee Wisconsin,12,31.5,9.438432835820896
491,Milwaukee Wisconsin,12,35.2,9.947981973637184
503,Monroe Wisconsin,12,39.6,9.750969666832422
515,Oconto Wisconsin,12,47.0,9.872686527814395
527,Oneida Wisconsin,12,51.9,9.92212108442197
539,Outagamie Wisconsin,12,38.6,9.899292652420364
551,Ozaukee Wisconsin,12,43.9,9.886348505396711
563,Pepin Wisconsin,12,47.1,9.811321531494443
575,Pierce Wisconsin,12,37.3,10.059767507133834
587,Polk Wisconsin,12,46.3,9.866439028846813
599,Portage Wisconsin,12,37.7,10.131629740575368
611,Price Wisconsin,12,51.9,9.886592764586922
623,Racine Wisconsin,12,40.4,9.867987020594873
635,Richland Wisconsin,12,46.0,9.812891258984466
647,Rock Wisconsin,12,40.0,9.88204757765344
659,Rusk Wisconsin,12,48.8,9.827817745803356
671,St. Croix Wisconsin,12,39.7,9.823742101955077
683,Sauk Wisconsin,12,41.3,9.854742248843923
695,Sawyer Wisconsin,12,51.2,9.825051334702259
707,Shawano Wisconsin,12,45.6,9.839252793466832
719,Sheboygan Wisconsin,12,41.7,9.897951274492803
731,Taylor Wisconsin,12,43.8,9.770722115715479
743,Trempealeau Wisconsin,12,40.9,9.723056426860941
755,Vernon Wisconsin,12,42.1,9.656741937577054
767,Vilas Wisconsin,12,55.1,9.859026807839603
779,Walworth Wisconsin,12,40.8,10.006804790695883
791,Washburn Wisconsin,12,51.7,9.83484096692112
803,Washington Wisconsin,12,43.5,9.874145434229678
815,Waukesha Wisconsin,12,43.3,9.90154157121015
827,Waupaca Wisconsin,12,45.7,9.902680917827025
839,Waushara Wisconsin,12,49.8,9.917677862782801
851,Winnebago Wisconsin,12,38.6,10.046610085685865
863,Wood Wisconsin,12,44.2,9.846247208865874
11,Albany Wyoming,12,27.9,10.52144804526749
23,Big Horn Wyoming,12,41.8,9.740101781170484
47,Carbon Wyoming,12,39.4,9.9055
59,Converse Wyoming,12,39.8,9.795384170163507
83,Fremont Wyoming,12,39.1,9.73951504037085
95,Goshen Wyoming,12,43.2,9.97601998334721
107,Hot Springs Wyoming,12,48.7,9.816610015862224
119,Johnson Wyoming,12,46.3,9.798969804618118
143,Lincoln Wyoming,12,40.6,9.688280383257691
167,Niobrara Wyoming,12,44.5,10.078310696095077
179,Park Wyoming,12,45.2,9.886593135575804
191,Platte Wyoming,12,48.2,9.841320147742167
215,Sublette Wyoming,12,43.1,9.860349913538807
227,Sweetwater Wyoming,12,36.4,9.843242094324918
239,Teton Wyoming,12,39.8,10.178562904875553
251,Uinta Wyoming,12,37.1,9.673543953327401
263,Washakie Wyoming,12,43.6,9.832620115310698
275,Weston Wyoming,12,44.2,9.91860834416053
